NUM,Site,SiteNum,SITE_ID,SingleCollection,NewOld,NumCollections,ParsonsCollectionSheets,NumCollectionsAtSite,MissingCollections ,Notes,TempSite,Surveyor,Collections,East,North,Long,Lat,SurvReg,SurvRegNum,N_TX,TX,E_IX_Surrounds,XO_W_IX,CH_XO_IX,CH,CH_AM,Tenango,IX,IX_Surrounds,Confed,Pol_EA_num,Pol_LA_num,Pol_EA,Pol_LA,Collections,CA_Size1,CA_Size2,Occu_EA,Occu_LA,Area_EA,Pop_EA,Area_LA,Pop_LA,BO_AzI_CHA,BO_AzI_MIX,BO_AzI_CUL,BO_AzI_WST,BO_AzI_IND,BO_AzI_TOT,BO_PDM_A,BO_PDM_A1,BO_PDM_A2,BO_PDM_A3,BO_PDM_A1c,BO_PDM_A2c,BO_PDM_A3c,BO_PDM_A1g,BO_PDM_A2g,BO_PDM_A3g,BO_PDM_A1_TOT,BO_PDM_A2_TOT,BO_PDM_A3_TOT,BO_PDM_Ac_TOT,BO_PDM_Ag_TOT,BO_PDM_A_TOT,BO_PDM_B,BO_PDM_B1,BO_PDM_B2,BO_PDM_B_TOT,BO_PD_C,BO_PDM_IND_EA,BO_BOWL_A,BO_BOWL_A1,BO_BOWL_A2,BO_BOWL_A3,BO_BOWL_A4,BO_BOWL_A_TOT,BO_BOWL_B,BO_BOWL_C,BO_BOWL_G1,BO_BOWL_M,BO_BOWL_IND_EA,BO_BAS_A,BO_BAS_B,BO_BAS_C,BO_BAS_IND_EA,BO_A_TOT,BO_B_TOT,BO_C_TOT,AzII_BO,BO_PD_D,BO_PDM_D1D2,BO_PDM_D3,BO_PD_D4,BO_PDM_D_TOT,BO_PDM_E,BO_PDM_E1,BO_PDM_E2,BO_PDM_E3,BO_PDM_E4,BO_PDM_E_TOT,BO_PDM_F,BO_PDM_GR,BO_PDM_IND_LA,BO_DISH_P,BO_BOWL_D,BO_BOWL_E,BO_BOWL_F,BO_BOWL_G2,BO_BOWL_H,BO_BOWL_IND_LA,BO_BAS_D,BO_BAS_E,BO_BAS_F,BO_BAS_G,BO_BAS_H,BO_BAS_IND_LA,BO_PDM_IND,BO_BOWL_IND,BO_BAS_IND,BO_D_TOT,Az23_BO,BO_E_TOT,BO_F_TOT,BO_BowHBasG_TOT,AzIII_BO,AzIV_BO,CCPC_A,CCPC_B,CCPC_C,CCPC_D,CCPC_H,CCPC_I,CCPC_J,CCPC_K,AZPC_E,AZPC_F,AZPC_G,AZPC_L,BR_A,BR_B,BR_D,BR_E,BR_F,BR_G,BR_H,BR_I,BR_COPA_D,BR_EA_TOT,PR_COPA,BWR_AW,BWR_AW1,BWR_AW2,BWR_AW_TOT,BWR_AN,BWR_AN1,BWR_AN2,BWR_AN_TOT,BWR_A_TOT,BWR_B,BWR_B1,BWR_B2,BWR_B_TOT,BWR_C,BWR_C1,BWR_C2,BWR_C_TOT,BWR_D1,BWR_D2,BWR_D3,BWR_D_TOT,BWR_E1,BWR_E2,BWR_E3,BWR_E4,BWR_E_TOT,BWR_EA_TOT,BRI_A,BRI_B,BRI_C,BRI_D,BRI_PANEL,BRI_CANE,BRI_TOT,BR_C,BR_Late,BWR_Late,BWR_G,YR,BWYR,WR,GR,BRT
119,CH-AZ-57,57,3057,,Old,2,,,,,CH-AZ-57,EP 1972,"Locs. 70, 72",524720,2107880,-98.76504153,19.06358888,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,2,636.9282891,637,0,1,0,0,0.9,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,11,1,18,3,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,11,0,11,1,0,0,0,0,0,0,0,0
120,CH-AZ-59,59,3059,,Old,1,,,,,CH-AZ-59,EP 1972,Loc. 85,520530,2108860,-98.80485605,19.07249211,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,400,400,0,1,0,0,2.9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,15,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0
121,CH-AZ-63,63,3063,,Old,1,,,,,CH-AZ-63,RW 1972,Fea. AAM(W),516250,2107610,-98.84554911,19.06123369,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,113,175,0,1,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,7,10,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
122,CH-AZ-65,65,3065,,Old,1,,,,,CH-AZ-65,RW 1972,Fea. AAL(W),514620,2110580,-98.86101931,19.08808764,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,11,11,Tenango,Tenango,1,3000,3000,0,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,CH-AZ-66,66,3066,,Old,1,,,,,CH-AZ-66,RW 1972,Loc. 31(W),515400,2112010,-98.85359312,19.10100562,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,11,11,Tenango,Tenango,1,1200,1200,1,1,4.1,100,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
124,CH-AZ-67,67,3067,,Old,2,,,,,CH-AZ-67,EP 1972,"Locs. 57A, 57B",519400,2112460,-98.81556099,19.10503835,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,11,11,Tenango,Tenango,2,495,495,0,1,0,0,0.7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0
125,CH-AZ-70,70,3070,,Old,1,,,,,CH-AZ-70,EP 1972,Loc. 17,520430,2116330,-98.80572778,19.14000347,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,10,10,Amecameca,Amecameca,1,229.1666667,220,1,1,0.4,10,0.4,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
126,CH-AZ-72,72,3072,,Old,2,,,,,CH-AZ-72,MHP 1972,"Locs. 45, 49",519000,2114960,-98.81933929,19.12763594,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,2,4348,4348,0,1,0,0,1.1,15,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,CH-AZ-74,74,3074,,Old,1,,,,,CH-AZ-74,MHP 1972,Loc. 41,516280,2113310,-98.84521611,19.11274759,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,91,91,1,1,1.5,20,1.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,CH-AZ-75,75,3075,,Old,1,,,,,CH-AZ-75,MHP 1972,Loc. 38,515700,2113660,-98.85072767,19.11591528,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,750,750,1,1,0.7,10,0.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,1,8,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
129,CH-AZ-76,76,3076,,Old,1,,,,,CH-AZ-76,MHP 1972,Loc. 39,516070,2114010,-98.84720689,19.11907554,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,962,962,1,1,8.5,90,5,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,1,8,3,1,0,3,4,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
130,CH-AZ-79,79,3079,,Old,1,,,,,CH-AZ-79,MHP 1972,Loc. 61,517500,2115110,-98.83360058,19.12900502,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,314,314,1,1,0.7,10,0.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0
131,CH-AZ-82,82,3082,,Old,1,,,,,CH-AZ-82,MHP 1972,Loc. 60,517900,2115960,-98.82978931,19.13668343,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,180,180,1,1,1.5,20,1.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,CH-AZ-86,86,3086,,Old,1,,,,,CH-AZ-86,MHP 1972,Loc. 40,516050,2114910,-98.84738958,19.12720947,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,2000,2000,1,1,7,80,7,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
133,CH-AZ-87,87,3087,,Old,1,,,,,CH-AZ-87,MHP 1972,Loc. 32,515400,2114210,-98.85357562,19.12088822,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,600,600,1,1,0.7,10,0.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
134,CH-AZ-88,88,3088,,Old,1,,,,,CH-AZ-88,MHP 1972,Loc. 63,515820,2115410,-98.84957242,19.13173004,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,177,177,0,1,0,0,0.4,10,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
135,CH-AZ-90,90,3090,,Old,3,,,,,CH-AZ-90,MHP 1972,"Locs. 3, 66, 67",517780,2117460,-98.83091658,19.15024074,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,3,1028,1028,1,1,26.7,540,13,270,10,0,0,0,2,12,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,0,3,7,4,0,1,0,0,0,0,0,0,0,11,19,2,3,1,0,3,18,1,58,3,2,0,2,4,0,0,1,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0,0,9,15,3,7,1,2,17,3,21,0,0,0,0,0,0,0,0,0
136,CH-AZ-93,93,3093,,Old,1,,,,,CH-AZ-93,MHP 1972,Loc. 6,517030,2118310,-98.83804137,19.15792904,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,100,100,1,1,19.1,300,19.1,300,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,2,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,1,3,8,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0
137,CH-AZ-94,94,3094,,Old,2,,,,,CH-AZ-94,MHP 1972,"Locs. 4, 5",516300,2117910,-98.84498717,19.15432003,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,2,861.5384615,862,1,1,14,300,41.8,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0
138,CH-AZ-96,96,3096,,Old,1,,,,,CH-AZ-96,MHP 1972,Loc. 1,516370,2119580,-98.84430731,19.16941208,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,900,900,1,0,0.9,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,1,1,0,0,15,1,1,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,1,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0
139,CH-AZ-97,97,3097,,Old,1,,,,,CH-AZ-97,MHP 1972,Loc. 2,516100,2118960,-98.84688041,19.163811,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,200,246,1,1,6,100,6,100,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,7,0,13,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,1,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0
140,CH-AZ-100,100,3100,,Old,2,,,,,CH-AZ-100,MHP 1972,"Locs. 16, 18",515530,2117160,-98.85231588,19.14754793,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,2,1525,1525,0,1,0,0,1.2,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0
141,CH-AZ-102,102,3102,,Old,2,,,,,CH-AZ-102,MHP 1972,"Locs. 20, 22",515300,2115290,-98.85451788,19.13064951,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,2,2350,2350,1,0,7.3,70,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,CH-AZ-103,103,3103,,Old,2,,,,,CH-AZ-103,MHP 1972,"Locs. 21, 23",514780,2115540,-98.85946045,19.13291274,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,2,4364,4364,1,0,23.8,240,0,0,7,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,5,0,1,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,4,1,6,0,0,0,0,0,0,0,0,0
143,CH-AZ-106,106,3106,,Old,1,,,,,CH-AZ-106,MHP 1972,Loc. 31,513700,2114360,-98.86973826,19.122256,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,400,400,1,1,2.6,30,2.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,9,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
144,CH-AZ-107,107,3107,,Old,1,,,,,CH-AZ-107,MHP 1972,"Locs. 24, 26",514250,2116230,-98.864495,19.13915241,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,1740,1740,1,1,9.8,100,9.8,100,6,0,0,0,3,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,9,8,5,0,8,0,1,0,0,1,0,0,4,26,1,12,0,1,0,4,0,48,0,4,1,5,10,0,1,0,1,11,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,1,6,18,3,3,2,1,14,3,18,1,0,0,0,0,0,0,0,0
145,CH-AZ-108,108,3108,,Old,3,,,,,CH-AZ-108,MHP 1972,"Locs. 12, 17 Loc. 42",514970,2117260,-98.85764047,19.14845588,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,3,3125,3125,0,1,0,0,7.5,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,7,1,12,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0
146,CH-AZ-111,111,3111,,Old,5,,,,,CH-AZ-111,MHP 1972,"Locs. 28, 79, 80, 81, 82",512720,2116210,-98.87904406,19.13898181,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,5,2642,2642,1,1,32,320,32,200,11,0,0,0,10,21,1,0,0,0,0,3,0,1,0,0,1,3,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,1,3,0,21,6,4,0,2,2,0,0,0,0,0,0,7,16,3,2,0,1,4,8,0,41,7,2,2,6,10,1,0,8,9,19,0,0,0,0,0,0,0,0,0,0,4,4,3,12,1,5,21,44,4,2,2,1,17,3,21,1,0,0,0,0,0,0,0,0
