NUM,Site,SiteNum,SITE_ID,SingleCollection,NewOld,NumCollections,ParsonsCollectionSheets,NumCollectionsAtSite,MissingCollections ,Notes,TempSite,Surveyor,Collections,East,North,Long,Lat,SurvReg,SurvRegNum,N_TX,TX,E_IX_Surrounds,XO_W_IX,CH_XO_IX,CH,CH_AM,Tenango,IX,IX_Surrounds,Confed,Pol_EA_num,Pol_LA_num,Pol_EA,Pol_LA,Collections,CA_Size1,CA_Size2,Occu_EA,Occu_LA,Area_EA,Pop_EA,Area_LA,Pop_LA,BO_AzI_CHA,BO_AzI_MIX,BO_AzI_CUL,BO_AzI_WST,BO_AzI_IND,BO_AzI_TOT,BO_PDM_A,BO_PDM_A1,BO_PDM_A2,BO_PDM_A3,BO_PDM_A1c,BO_PDM_A2c,BO_PDM_A3c,BO_PDM_A1g,BO_PDM_A2g,BO_PDM_A3g,BO_PDM_A1_TOT,BO_PDM_A2_TOT,BO_PDM_A3_TOT,BO_PDM_Ac_TOT,BO_PDM_Ag_TOT,BO_PDM_A_TOT,BO_PDM_B,BO_PDM_B1,BO_PDM_B2,BO_PDM_B_TOT,BO_PD_C,BO_PDM_IND_EA,BO_BOWL_A,BO_BOWL_A1,BO_BOWL_A2,BO_BOWL_A3,BO_BOWL_A4,BO_BOWL_A_TOT,BO_BOWL_B,BO_BOWL_C,BO_BOWL_G1,BO_BOWL_M,BO_BOWL_IND_EA,BO_BAS_A,BO_BAS_B,BO_BAS_C,BO_BAS_IND_EA,BO_A_TOT,BO_B_TOT,BO_C_TOT,AzII_BO,BO_PD_D,BO_PDM_D1D2,BO_PDM_D3,BO_PD_D4,BO_PDM_D_TOT,BO_PDM_E,BO_PDM_E1,BO_PDM_E2,BO_PDM_E3,BO_PDM_E4,BO_PDM_E_TOT,BO_PDM_F,BO_PDM_GR,BO_PDM_IND_LA,BO_DISH_P,BO_BOWL_D,BO_BOWL_E,BO_BOWL_F,BO_BOWL_G2,BO_BOWL_H,BO_BOWL_IND_LA,BO_BAS_D,BO_BAS_E,BO_BAS_F,BO_BAS_G,BO_BAS_H,BO_BAS_IND_LA,BO_PDM_IND,BO_BOWL_IND,BO_BAS_IND,BO_D_TOT,Az23_BO,BO_E_TOT,BO_F_TOT,BO_BowHBasG_TOT,AzIII_BO,AzIV_BO,CCPC_A,CCPC_B,CCPC_C,CCPC_D,CCPC_H,CCPC_I,CCPC_J,CCPC_K,AZPC_E,AZPC_F,AZPC_G,AZPC_L,BR_A,BR_B,BR_D,BR_E,BR_F,BR_G,BR_H,BR_I,BR_COPA_D,BR_EA_TOT,PR_COPA,BWR_AW,BWR_AW1,BWR_AW2,BWR_AW_TOT,BWR_AN,BWR_AN1,BWR_AN2,BWR_AN_TOT,BWR_A_TOT,BWR_B,BWR_B1,BWR_B2,BWR_B_TOT,BWR_C,BWR_C1,BWR_C2,BWR_C_TOT,BWR_D1,BWR_D2,BWR_D3,BWR_D_TOT,BWR_E1,BWR_E2,BWR_E3,BWR_E4,BWR_E_TOT,BWR_EA_TOT,BRI_A,BRI_B,BRI_C,BRI_D,BRI_PANEL,BRI_CANE,BRI_TOT,BR_C,BR_Late,BWR_Late,BWR_G,YR,BWYR,WR,GR,BRT
64,IX-A-2,2,2002,,Old,2,,,,,IX-AZ-2,REB 1969,"Tls. 6, 7",517578.779,2140255.632,-98.83262131,19.35625571,IX,2,0,0,1,0,1,0,0,0,1,1,Acolhua,7,7,Coatepec,Coatepec,2,1025,1025,1,1,8,20,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
65,IX-A-7,7,2007,,Old,1,,,,,1X-AZ-7,REB 1969,Tl. 109,517909.5313,2138274.92,-98.82949061,19.33835249,IX,2,0,0,1,0,1,1,0,0,1,1,Acolhua,7,7,Coatepec,Coatepec,1,177,177,0,1,0,0,0.9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,1,0,0,1,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,IX-A-9,9,2009,,Old,1,,,,,1X-AZ-9,REB 1969,Tl. 112,518057.1684,2137359.537,-98.82809368,19.33007856,IX,2,0,0,1,0,1,1,0,0,1,1,Acolhua,7,7,Coatepec,Coatepec,1,200,200,1,1,1,20,11,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,IX-A-11,11,2011,,Old,2,,,,,IX-AZ-11,REB 1969,"Areas 2, 18",513785.4647,2141353.988,-98.86873183,19.3662115,IX,2,0,1,1,0,1,0,0,0,1,1,Acolhua,8,8,Ixtapaluca,Ixtapaluca,2,6000,6000,1,1,10,100,10,100,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0
68,IX-A-15,15,2015,,Old,1,,,,,1X-AZ-15,REB 1969,Area 20,509658.7215,2139471.781,-98.90803706,19.34922548,IX,2,0,0,1,0,1,0,0,0,1,1,Acolhua,8,8,Ixtapaluca,Ixtapaluca,1,364,364,0,1,0,0,0.1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,IX-A-26,26,2026,,Old,13,,,,,IX-AZ-26,REB 1969,"Areas 103, 104; Tls. 116, 117, 129, 133, 158, 170, 172 Tls. 114, 198, 215, 233",511817.443,2137642.97,-98.88749472,19.33268637,IX,2,0,0,1,0,1,1,0,0,1,1,Acolhua,8,8,Ixtapaluca,Ixtapaluca,13,6353,6353,1,1,15,375,90,1630,1,0,0,0,0,1,0,0,5,0,3,3,0,2,1,1,5,9,1,6,4,15,0,20,0,20,1,2,0,1,0,0,0,1,0,8,1,0,0,0,0,0,0,16,20,9,48,2,13,17,1,33,12,19,11,2,8,52,9,16,9,0,0,0,11,4,0,0,0,0,0,0,0,0,6,2,0,33,33,52,20,0,65,36,18,23,3,0,4,0,1,2,1,8,8,0,4,18,14,19,5,3,3,6,0,72,15,3,6,9,18,9,3,7,19,37,6,12,0,18,1,2,5,8,11,5,11,27,8,14,7,1,30,120,5,6,0,0,21,0,21,23,1,0,2,2,3,0,0,2
70,IX-A-34,34,2034,,Old,1,,,,,1X-AZ-34,REB 1969,Area 38,505867.6098,2136769.565,-98.94414141,19.32481925,IX,2,0,0,1,0,1,1,0,0,1,1,Acolhua,,8,,Ixtapaluca,1,2250,2250,0,1,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,IX-A-35,35,2035,,Old,1,,,,,IX-AZ-35,REB 1969,Tl. 21,505661.6541,2138005.3,-98.94609841,19.33598762,IX,2,0,0,1,0,1,1,0,0,1,1,Acolhua,8,8,Ixtapaluca,Ixtapaluca,1,1964,1964,1,1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,IX-A-37,37,2037,,Old,1,,,,,IX-AZ-37,REB 1969,Area 34,505104.8107,2140644.585,-98.95139275,19.35984123,IX,2,0,0,1,0,1,0,0,0,1,1,Culhua,6,6,Chimalhuacan,Chimalhuacan,1,873,873,0,1,0,0,24,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73,IX-A-38,38,2038,,Old,1,,,,,IX-AZ-38,REB 1969,Area 45,503007.1131,2139874.158,-98.97136793,19.35288286,IX,2,0,0,1,0,1,0,0,0,1,1,Culhua,,15,,Ixtapalapa,1,1050,1050,0,1,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,IX-A-41,41,2041,,Old,3,,,,,IX-AZ-41,REB 1969,"Areas 54, 55, 57",501603.5628,2140274.627,-98.98473142,19.35650364,IX,2,0,0,1,0,1,0,0,0,1,1,Culhua,6,15,Chimalhuacan,Ixtapalapa,3,7410,7410,1,1,2,50,18,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3,0,3,1,0,4,0,3,1,1,0,5,1,4,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,4,6,4,0,9,9,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0
75,IX-A-42,42,2042,,Old,2,,,,,IX-AZ-42,REB 1969,"Tls. 26, 27",500756.8557,2140564.491,-98.99279336,19.35912374,IX,2,0,0,1,0,1,0,0,0,1,1,Culhua,6,15,Chimalhuacan,Ixtapalapa,2,120,120,0,1,0,0,4.6,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,IX-A-43,43,2043,,Old,1,,,,,IX-AZ-43,REB 1969,Area 58,500257.2223,2140572.119,-98.99755078,19.3591928,IX,2,0,0,1,0,1,0,0,0,1,1,Culhua,,15,,Ixtapalapa,1,525,525,0,1,0,0,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77,IX-A-44,44,2044,,Old,1,,,,,IX-AZ-44,REB 1969,Area 73,501039.0914,2139530.898,-98.99010653,19.34978268,IX,2,0,0,1,0,1,0,0,0,1,1,Culhua,6,15,Chimalhuacan,Ixtapalapa,1,1400,1400,1,1,3.6,50,3.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,2,6,0,0,0,8,1,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,2,0,0,6,6,8,2,0,12,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0
78,IX-A-47,47,2047,,Old,1,,,,,IX-AZ-47,REB 1969,Area 133,502297.71,2137492.317,-98.97812534,19.33135826,IX,2,0,0,1,0,1,1,0,0,1,1,Cuitlahuaca,13,13,Cuitlahuac,Cuitlahuac,1,1964,1964,0,1,0,0,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,2,0,1,2,6,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,5,5,6,3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
79,IX-A-49,49,2049,,Old,1,,,,,IX-AZ-49,REB 1969,Area 128,503251.2089,2136786.728,-98.96904904,19.32498029,IX,2,0,0,1,0,1,1,0,0,1,1,Cuitlahuaca,13,13,Cuitlahuac,Cuitlahuac,1,314,314,0,1,0,0,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,IX-A-50,50,2050,,Old,1,,,,,,,,501534.9108,2136424.399,-98.9853882,19.32170783,IX,2,0,0,1,0,1,1,0,0,1,1,Cuitlahuaca,13,13,Cuitlahuac,Cuitlahuac,1,,,0,1,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,3,2,2,0,0,1,5,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,6,0,0,4,4,6,2,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,IX-A-53,53,2053,,Old,3,,,,,IX-AZ-53,REB 1969,"Area 135; Tls. 280A, 280B",503716.5163,2136451.097,-98.96462005,19.32194626,IX,2,0,0,1,0,1,1,0,0,1,1,Cuitlahuaca,13,13,Cuitlahuac,Cuitlahuac,3,1257,1257,0,1,0,0,29,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,9,1,4,0,23,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,23,10,0,23,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,13,0,1,0,0,0,0
82,IX-A-57,57,2057,,Old,1,,,,,IX-AZ-57,REB 1969,Area 140,500750.098,2133827.305,-98.99286035,19.29823734,IX,2,0,0,1,0,1,1,0,0,1,1,Cuitlahuaca,13,13,Cuitlahuac,Cuitlahuac,1,594,594,0,1,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,2,1,0,3,0,0,0,1,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,IX-A-59,59,2059,,Old,1,,,,,1X-AZ-59,REB 1969,Tl. 303,498910.1204,2139911.696,-99.01037725,19.35322405,IX,2,0,0,1,1,1,0,0,0,1,1,Culhua,,15,,Ixtapalapa,1,254,254,0,1,0,0,0.9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,IX-A-63,63,2063,,Old,1,,,,,IX-AZ-63,REB 1969,Area 161,497821.9022,2140861.753,-99.02073977,19.36180915,IX,2,0,0,1,1,1,0,0,0,1,1,Culhua,,15,,Ixtapalapa,1,177,177,0,1,0,0,0.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,IX-A-67,67,2067,,Old,1,,,,,IX-AZ-67,REB 1969,Area 170,492933.2737,2139569.547,-99.06728432,19.35011981,IX,2,0,0,0,1,1,0,0,0,1,1,Culhua,15,15,Culhuacan,Ixtapalapa,1,364,364,0,1,0,0,38,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,IX-A-69,69,2069,,Old,2,,,,,IX-AZ-69,REB 1969,Area 169 Tl. 307,489591.0634,2140601.937,-99.09911207,19.35943532,IX,2,0,0,0,1,1,0,0,0,1,1,Culhua,15,15,Culhuacan,Ixtapalapa,2,745,745,0,1,0,0,30,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
87,IX-A-70,70,2070,,Old,1,,,,,IX-AZ-70,REB 1969,Area 171,487598.5918,2139983.307,-99.11807999,19.35383325,IX,2,0,0,0,1,1,0,0,0,1,1,Culhua,,15,,Ixtapalapa,1,256,256,1,1,0,1100,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
88,IX-A-72,72,2072,,Old,1,,,,,IX-AZ-72,REB 1969,Area 174,487791.4116,2138247.928,-99.11623295,19.33815124,IX,2,0,0,0,1,1,0,0,0,1,1,Culhua,15,15,Culhuacan,Ixtapalapa,1,1963,1963,1,1,65,3250,65,3250,0,0,17,0,1,18,0,0,0,1,3,3,0,2,0,1,5,3,2,6,3,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,11,1,1,14,0,1,0,0,1,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,CH-AZ-2,2,3002,,Old,1,,,,,CH-AZ-2,JRP 1969,Loc. TTT,518680,2135380,-98.82218362,19.31218315,CH,3,0,0,1,0,1,1,0,0,1,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,707,707,1,1,4.1,80,4.1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,4,1,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0
90,CH-AZ-3,3,3003,,Old,2,,,,,CH-AZ-3,JRP 1969,"Locs. SSS, VVV",516270,2134530,-98.84513177,19.30452232,CH,3,0,0,1,0,1,1,0,0,1,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,2,668,668,1,1,64,1280,64,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,3,2,0,5,0,5,2,3,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,5,5,10,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,4,0,0,0,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,0,1,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
91,CH-AZ-4,4,3004,,Old,1,,,,,CH-AZ-4,JRP 1969,Loc. III,513950,2133530,-98.86722225,19.29550235,CH,3,0,0,1,0,1,1,0,0,1,1,Chalca,,9,,Tlalmanalco,1,491,491,0,1,0,0,3.8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
